time,step-size,{control}.c.valve,{tank}.t.level
0.0,0.0,false,0.0
0.1,0.1,false,0.1
0.22,0.12,false,0.22
0.364,0.144,false,0.364
0.5367999999999999,0.17279999999999998,false,0.5367999999999999
0.7441599999999999,0.20735999999999996,false,0.7441599999999999
0.9929919999999999,0.24883199999999994,false,0.9929919999999999
1.2915903999999998,0.29859839999999993,false,1.2915903999999998
1.5901887999999997,0.29859839999999993,false,1.5901887999999997
1.7394879999999997,0.14929919999999997,false,1.7394879999999997
1.8141375999999996,0.07464959999999998,false,1.8141375999999996
1.8887871999999994,0.07464959999999998,false,1.8887871999999994
1.9261119999999994,0.03732479999999999,false,1.9261119999999994
1.9634367999999993,0.03732479999999999,false,1.9634367999999993
1.9995008274385977,0.03606402743859835,false,1.9995008274385977
2.0427776603649157,0.04327683292631802,false,2.0427776603649157
2.0644160768280746,0.02163841646315901,true,2.0644160768280746
2.1293313262175517,0.06491524938947703,true,1.989557044719199
2.1617889509122903,0.032457624694738514,true,1.9522896323880814
2.259161824996506,0.09737287408421555,true,1.848081400801221
2.5512804472491526,0.2921186222526466,true,1.594297782149729
3.4276363140070925,0.8763558667579399,true,1.1778383243823334
4.427636314007092,1.0,true,1.004984365435603
5.427636314007092,1.0,true,0.9468680134276865
6.427636314007092,1.0,false,0.9273283373260308
7.427636314007092,1.0,false,1.9256436908465773
7.476683872114643,0.04904755810755152,false,1.9746912489541293
7.49520102342773,0.018517151313086497,false,1.9932084002672161
7.513718174740816,0.018517151313086497,false,2.011725551580303
7.522976750397359,0.009258575656543248,true,2.020984127236846
7.550752477366989,0.027775726969629745,true,1.9916361255013688
7.578528204336618,0.027775726969629745,true,1.959601370219783
7.661855385245508,0.08332718090888924,true,1.8691160045203183
7.911836927972176,0.24998154272666773,true,1.6421284694880733
8.661781556152178,0.7499446281800032,true,1.2374290736404725
9.661781556152178,1.0,true,1.0250197582111227
10.661781556152178,1.0,true,0.9536042429375802
11.661781556152178,1.0,false,0.9295931687929444
12.661781556152178,1.0,false,1.9279044078696594
12.709356259025123,0.047574702872944775,false,1.975479110742605
12.727303604004046,0.017947344978923203,false,1.9934264557215284
12.745250948982969,0.017947344978923203,false,2.0113738007004516
12.754224621472432,0.008973672489461602,true,2.020347473189914
12.781145638940817,0.026921017468384805,true,1.992017990256488
12.808066656409203,0.026921017468384805,true,1.9609435652907712
12.888829708814358,0.08076305240515441,true,1.873008679697829
13.131118866029821,0.24228915721546324,true,1.6512195715162201
13.857986337676211,0.7268674716463897,true,1.2496969527363708
14.857986337676211,1.0,true,1.029144421506497
