time,step-size,{Controller}.cont.valve,{WaterTank}.wt.level
0.0,0.0,false,0.0
0.1,0.1,false,0.1
0.2,0.1,false,0.2
0.30000000000000004,0.1,false,0.30000000000000004
0.4,0.1,false,0.4
0.5,0.1,false,0.5
0.6,0.1,false,0.6
0.7,0.1,false,0.7
0.7999999999999999,0.1,false,0.7999999999999999
0.8999999999999999,0.1,false,0.8999999999999999
0.9999999999999999,0.1,false,0.9999999999999999
1.0999999999999999,0.1,false,1.0999999999999999
1.2,0.1,false,1.2
1.3,0.1,false,1.3
1.4000000000000001,0.1,false,1.4000000000000001
1.5000000000000002,0.1,false,1.5000000000000002
1.6000000000000003,0.1,false,1.6000000000000003
1.7000000000000004,0.1,false,1.7000000000000004
1.8000000000000005,0.1,false,1.8000000000000005
1.9000000000000006,0.1,false,1.9000000000000006
2.0000000000000004,0.1,false,2.0000000000000004
2.1000000000000005,0.1,true,2.1000000000000005
2.2000000000000006,0.1,true,1.9711000000000005
2.3000000000000007,0.1,true,1.8562501000000005
2.400000000000001,0.1,true,1.7539188391000005
2.500000000000001,0.1,true,1.6627416856381003
2.600000000000001,0.1,true,1.5815028419035473
2.700000000000001,0.1,true,1.5091190321360606
2.800000000000001,0.1,true,1.44462505763323
2.9000000000000012,0.1,true,1.387160926351208
3.0000000000000013,0.1,true,1.3359603853789261
3.1000000000000014,0.1,true,1.2903407033726233
3.2000000000000015,0.1,true,1.2496935667050073
3.3000000000000016,0.1,true,1.2134769679341615
3.4000000000000017,0.1,true,1.181207978429338
3.5000000000000018,0.1,true,1.1524563087805402
3.600000000000002,0.1,true,1.1268385711234612
3.700000000000002,0.1,true,1.1040131668710038
3.800000000000002,0.1,true,1.0836757316820644
3.900000000000002,0.1,true,1.0655550769287194
4.000000000000002,0.1,true,1.049409573543489
4.100000000000001,0.1,true,1.0350239300272486
4.200000000000001,0.1,true,1.0222063216542785
4.300000000000001,0.1,true,1.010785832593962
4.4,0.1,true,1.0006101768412201
4.5,0.1,true,0.9915436675655271
4.6,0.1,false,0.9834654078008847
4.699999999999999,0.1,false,1.0834654078008847
4.799999999999999,0.1,false,1.1834654078008848
4.899999999999999,0.1,false,1.283465407800885
4.999999999999998,0.1,false,1.383465407800885
5.099999999999998,0.1,false,1.483465407800885
5.1999999999999975,0.1,false,1.5834654078008852
5.299999999999997,0.1,false,1.6834654078008853
5.399999999999997,0.1,false,1.7834654078008854
5.4999999999999964,0.1,false,1.8834654078008854
5.599999999999996,0.1,false,1.9834654078008855
5.699999999999996,0.1,false,2.0834654078008854
5.799999999999995,0.1,true,2.1834654078008855
5.899999999999995,0.1,true,2.045467678350589
5.999999999999995,0.1,true,1.9225117014103748
6.099999999999994,0.1,true,1.812957925956644
6.199999999999994,0.1,true,1.7153455120273697
6.299999999999994,0.1,true,1.6283728512163864
6.399999999999993,0.1,true,1.5508802104338002
6.499999999999993,0.1,true,1.481834267496516
6.5999999999999925,0.1,true,1.4203143323393956
6.699999999999992,0.1,true,1.3655000701144016
6.799999999999992,0.1,true,1.3166605624719319
6.8999999999999915,0.1,true,1.2731445611624912
6.999999999999991,0.1,true,1.2343718039957796
7.099999999999991,0.1,true,1.1998252773602396
7.19999999999999,0.1,true,1.1690443221279734
7.29999999999999,0.1,true,1.1416184910160243
7.39999999999999,0.1,true,1.1171820754952777
7.499999999999989,0.1,true,1.0954092292662925
7.599999999999989,0.1,true,1.0760096232762666
7.699999999999989,0.1,true,1.0587245743391536
7.799999999999988,0.1,true,1.0433235957361857
7.899999999999988,0.1,true,1.0296013238009414
7.999999999999988,0.1,true,1.0173747795066388
